Id,Neighborhood,OverallQual,OverallCond,YearBuilt,House age,Vintage in Portafolio,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,MoSold,SaleType,Market Price,Stat,LotArea
338,CollgCr,7,5,2006,14,3,2,0,3,1,Gd,7,Typ,RFn,2,532,TA,TA,Y,192,74,0,0,0,0,12,WD,214000,In portafolio,9135
339,NWAmes,7,7,1982,38,1,2,0,3,1,Gd,8,Typ,RFn,2,440,TA,TA,Y,108,45,0,0,0,400,5,WD,202500,Sold,14145
340,NAmes,6,7,1990,30,4,1,0,3,1,TA,6,Typ,Unf,1,297,TA,TA,Y,0,0,0,0,234,0,6,WD,155000,In portafolio,12400
341,Timber,8,5,1984,36,1,2,1,4,1,Gd,9,Typ,Fin,2,431,TA,TA,Y,135,0,0,0,0,0,4,WD,202900,Sold,14191
342,SawyerW,4,4,1981,39,3,1,0,2,1,TA,4,Typ,Unf,1,294,TA,TA,N,250,0,24,0,0,0,9,WD,82000,In portafolio,8400
343,NAmes,3,4,2000,20,4,2,0,2,2,TA,6,Typ,Unf,2,400,TA,TA,Y,0,0,0,0,0,0,5,WD,87500,Sold,8544
344,NridgHt,9,5,2008,12,3,2,0,2,1,Ex,6,Typ,RFn,2,564,TA,TA,Y,495,72,0,0,0,0,7,WD,266000,In portafolio,8849
345,MeadowV,5,3,1983,37,2,1,1,3,1,TA,4,Typ,Unf,1,336,TA,TA,Y,182,0,0,0,0,0,4,WD,85000,Sold,2592
346,BrkSide,6,5,1988,32,2,1,0,3,1,Fa,6,Typ,Unf,1,312,TA,TA,Y,0,0,0,0,0,0,10,WD,140200,In portafolio,6435
347,NAmes,6,8,2005,15,2,1,0,2,1,TA,5,Typ,RFn,1,301,TA,TA,Y,0,0,0,0,0,15500,4,WD,151500,Sold,12772
348,NAmes,6,5,2005,15,3,2,0,3,1,TA,6,Typ,Unf,2,498,TA,TA,Y,0,40,0,0,0,0,12,WD,157500,In portafolio,17600
349,NridgHt,7,5,2000,20,2,2,1,2,1,Gd,6,Typ,RFn,2,474,TA,TA,Y,0,27,0,0,0,0,10,WD,154000,Sold,2448
350,NridgHt,9,5,1984,36,5,2,1,4,1,Ex,10,Typ,Fin,3,706,TA,TA,Y,0,0,0,0,0,0,4,New,437154,In portafolio,20431
351,NridgHt,9,5,1989,31,4,2,0,2,1,Ex,6,Typ,RFn,2,617,TA,TA,Y,210,54,0,0,0,0,12,New,318061,Sold,7820
352,ClearCr,7,5,1986,34,5,1,1,2,1,Gd,6,Typ,RFn,2,445,TA,TA,Y,0,80,0,0,184,0,12,WD,190000,Sold,5271
353,Edwards,5,6,2007,13,4,1,0,3,1,TA,5,Typ,Unf,1,200,TA,Fa,Y,48,0,0,0,0,0,3,ConLw,95000,Sold,9084
354,OldTown,6,8,2012,8,2,1,0,2,1,TA,5,Typ,Unf,2,484,TA,TA,Y,106,0,0,0,0,0,5,WD,105900,Sold,8520
355,SWISU,6,5,2019,1,5,1,0,2,1,TA,6,Typ,Unf,1,240,TA,TA,Y,0,0,108,0,0,0,6,WD,140000,Sold,8400
356,CollgCr,6,5,1996,24,5,2,0,3,1,Gd,6,Typ,RFn,2,521,TA,TA,Y,0,26,0,0,0,0,8,WD,177500,Sold,11249
357,Gilbert,6,6,2019,1,1,2,0,3,1,Gd,6,Typ,RFn,2,400,TA,TA,Y,120,26,0,0,0,0,7,WD,173000,Sold,9248
358,MeadowV,5,5,1995,25,5,1,1,3,1,TA,6,Typ,Fin,2,528,TA,TA,Y,536,90,0,0,0,0,8,WD,134000,In portafolio,4224
359,ClearCr,5,4,2003,17,3,1,0,3,1,Gd,6,Min2,Unf,1,288,TA,TA,Y,168,0,294,0,0,0,7,WD,130000,In portafolio,6930
360,NoRidge,8,5,2012,8,5,2,1,3,1,Gd,7,Typ,RFn,2,592,TA,TA,Y,208,75,0,0,374,0,6,WD,280000,In portafolio,12011
361,Mitchel,6,6,1995,25,5,1,0,2,1,TA,5,Typ,RFn,2,470,TA,TA,Y,0,0,0,0,192,0,6,WD,156000,In portafolio,7540
362,BrkSide,5,5,2001,19,4,1,0,3,1,TA,8,Typ,Unf,1,240,TA,TA,N,0,0,0,0,0,0,7,WD,145000,Sold,9144
363,Edwards,7,5,1997,23,4,3,0,4,1,Gd,7,Typ,RFn,2,672,TA,TA,Y,0,0,177,0,0,0,7,ConLD,198500,In portafolio,7301
364,BrDale,6,8,2001,19,2,1,1,2,1,Gd,5,Typ,Unf,1,264,TA,TA,Y,250,0,0,0,0,0,5,WD,118000,Sold,1680
365,NWAmes,6,5,2003,17,1,2,1,3,1,TA,6,Typ,Fin,2,566,TA,TA,Y,306,111,0,0,0,0,7,WD,190000,Sold,18800
366,IDOTRR,5,7,1982,38,5,1,0,3,1,TA,6,Typ,Unf,1,468,TA,Fa,Y,0,128,218,0,0,0,7,WD,147000,Sold,10690
367,NAmes,6,5,1991,29,5,1,1,3,1,TA,6,Typ,RFn,2,514,TA,TA,Y,0,76,0,0,185,0,7,WD,159000,Sold,9500
368,NAmes,6,5,1989,31,2,1,0,3,1,TA,6,Typ,RFn,1,296,TA,TA,Y,64,110,0,0,0,0,12,WD,165000,Sold,9150
369,NAmes,5,6,1988,32,1,1,0,2,1,TA,7,Typ,Fin,1,244,TA,TA,Y,0,98,0,0,0,0,3,WD,132000,In portafolio,7800
370,NAmes,5,7,2016,4,3,1,0,3,1,Gd,7,Typ,Fin,2,576,TA,TA,Y,364,17,0,0,182,0,3,WD,162000,Sold,9830
371,Gilbert,6,5,1990,30,2,2,1,3,1,TA,7,Typ,RFn,2,460,TA,TA,Y,100,40,0,0,0,0,1,WD,172400,Sold,8121
372,ClearCr,4,4,2013,7,5,2,0,4,1,TA,7,Min2,Fin,2,680,TA,TA,N,0,59,0,0,0,0,7,WD,134432,Sold,17120
373,SawyerW,6,5,2016,4,1,1,0,2,1,TA,4,Typ,Unf,1,264,TA,TA,Y,353,0,0,0,90,0,2,WD,125000,Sold,7175
374,NAmes,5,6,1987,33,1,1,0,3,1,TA,5,Min2,Unf,1,270,TA,TA,Y,66,0,0,0,0,0,11,WD,123000,Sold,10634
375,CollgCr,7,5,2020,0,2,2,1,4,1,Gd,8,Typ,Fin,2,434,TA,TA,Y,100,48,0,0,0,0,7,WD,219500,In portafolio,8200
376,Edwards,1,1,2013,7,4,0,1,1,1,Fa,4,Maj1,NA,0,0,NA,NA,Y,0,0,0,0,0,0,3,WD,61000,Sold,10020
377,CollgCr,5,5,2017,3,1,1,0,2,1,TA,5,Typ,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,7,WD,148000,Sold,8846
378,Somerst,8,5,2000,20,3,3,0,4,1,Gd,8,Typ,RFn,2,610,TA,TA,Y,159,214,0,0,0,0,12,WD,340000,Sold,11143
379,StoneBr,9,2,2003,17,5,1,1,1,1,Ex,8,Typ,Fin,3,834,TA,TA,Y,113,0,0,0,0,0,6,New,394432,Sold,11394
380,Gilbert,6,5,2010,10,1,2,1,3,1,TA,7,Typ,Fin,2,463,TA,TA,Y,100,63,0,0,0,0,6,WD,179000,In portafolio,8123
381,SWISU,5,6,1994,26,1,2,0,3,1,Gd,6,Typ,Unf,1,308,TA,TA,Y,0,0,242,0,0,0,5,WD,127000,In portafolio,5000
382,Somerst,7,5,2019,1,4,2,0,2,1,Gd,5,Typ,RFn,2,572,TA,TA,Y,216,121,0,0,0,0,8,New,187750,Sold,7200
383,CollgCr,7,5,1980,40,1,2,1,3,1,Gd,8,Typ,RFn,2,639,TA,TA,Y,144,53,0,0,0,0,4,WD,213500,Sold,9245
384,SawyerW,6,3,1998,22,1,1,0,2,1,TA,5,Typ,Unf,2,360,Fa,Fa,N,0,0,91,0,0,0,10,WD,76000,Sold,9000
385,ClearCr,6,5,2005,15,3,2,1,3,1,Gd,9,Typ,Fin,2,501,TA,TA,Y,216,231,0,0,0,0,6,WD,240000,Sold,53107
386,Blmngtn,8,5,1995,25,4,2,0,2,1,Gd,6,Typ,Fin,2,430,TA,TA,Y,146,20,0,0,144,0,4,WD,192000,In portafolio,3182
387,Edwards,5,3,1988,32,5,1,0,5,1,TA,8,Typ,NA,0,0,NA,NA,N,0,151,0,0,0,0,5,WD,81000,Sold,8410
388,Edwards,6,6,2013,7,1,1,0,3,1,TA,6,Typ,Unf,1,352,TA,TA,Y,296,0,0,0,0,0,10,WD,125000,Sold,7200
389,CollgCr,7,5,2009,11,4,2,0,3,1,Gd,6,Typ,RFn,2,577,TA,TA,Y,120,25,0,0,0,0,7,WD,191000,In portafolio,9382
390,NridgHt,10,5,1983,37,3,2,1,3,1,Ex,9,Typ,Fin,3,846,TA,TA,Y,196,134,0,0,0,0,8,New,426000,In portafolio,12474
391,Edwards,5,8,1993,27,5,1,0,4,1,TA,7,Typ,Unf,1,384,TA,TA,Y,0,130,112,0,0,0,4,WD,119000,In portafolio,8405
392,Mitchel,6,5,2011,9,4,2,1,3,1,Gd,7,Typ,Fin,2,560,TA,TA,Y,125,192,0,0,0,0,6,WD,215000,Sold,12209
393,NAmes,5,7,2006,14,5,1,0,3,1,TA,5,Typ,RFn,1,294,TA,TA,Y,0,0,0,0,0,1200,7,WD,106500,In portafolio,8339
394,BrkSide,4,5,1983,37,3,1,0,2,1,TA,4,Typ,NA,0,0,NA,NA,Y,0,0,0,0,0,0,4,WD,100000,Sold,7446
395,OldTown,5,6,1980,40,4,1,0,2,1,TA,5,Typ,Unf,1,240,TA,TA,Y,0,39,0,0,0,0,7,WD,109000,Sold,10134
396,Edwards,5,6,2016,4,4,1,0,3,1,TA,6,Typ,Unf,1,596,TA,TA,Y,44,0,0,0,0,0,6,WD,129000,Sold,9571
397,CollgCr,5,5,2005,15,2,1,0,2,1,TA,6,Typ,RFn,2,600,TA,TA,Y,215,0,0,0,0,0,9,WD,123000,In portafolio,7200
398,NAmes,5,5,1987,33,1,2,0,4,1,TA,8,Typ,RFn,1,264,TA,TA,Y,0,168,0,0,0,0,7,WD,169500,Sold,7590
399,IDOTRR,5,2,2009,11,3,1,0,2,1,TA,6,Maj2,Unf,1,338,Po,Po,N,0,0,0,0,0,0,11,WD,67000,Sold,8967
400,Somerst,7,5,1998,22,4,2,0,2,1,Gd,7,Typ,Fin,2,438,TA,TA,Y,0,168,0,0,0,0,10,WD,241000,Sold,8125
401,Veenker,8,5,1983,37,5,1,1,1,1,Ex,4,Typ,Fin,2,500,TA,TA,Y,120,30,0,0,224,0,12,WD,245500,In portafolio,14963
402,CollgCr,7,5,2003,17,4,2,0,3,1,Gd,6,Typ,Fin,2,400,TA,TA,Y,0,0,0,0,0,0,7,New,164990,In portafolio,8767
403,Sawyer,5,8,2006,14,5,1,0,2,1,TA,4,Typ,Unf,1,240,TA,TA,N,168,0,0,0,0,0,8,WD,108000,In portafolio,10200
404,NoRidge,8,5,1980,40,3,2,1,4,1,Gd,10,Typ,Fin,2,420,TA,TA,Y,144,123,0,0,0,0,7,WD,258000,Sold,12090
405,Gilbert,6,5,1983,37,4,2,1,3,1,TA,7,Typ,Fin,2,373,TA,TA,Y,0,40,0,0,0,0,5,WD,168000,Sold,10364
406,Sawyer,4,4,2018,2,4,2,0,3,1,TA,8,Min1,Unf,2,490,TA,TA,Y,120,78,0,0,0,0,6,WD,150000,Sold,9991
407,SWISU,6,5,1996,24,1,1,0,3,1,TA,6,Maj2,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,3,WD,115000,Sold,10480
408,Crawfor,6,7,1980,40,4,2,0,4,1,TA,8,Typ,Unf,1,308,TA,TA,Y,0,0,160,0,0,0,3,WD,177000,In portafolio,15576
409,NridgHt,7,5,2001,19,2,2,1,3,1,Gd,9,Typ,RFn,3,947,TA,TA,Y,192,62,0,0,0,0,8,New,280000,In portafolio,14154
410,Somerst,8,5,2004,16,2,2,1,3,1,Ex,8,Typ,Fin,3,836,TA,TA,Y,0,102,0,0,0,0,4,New,339750,In portafolio,10800
411,Edwards,5,3,1993,27,1,1,0,3,1,TA,5,Mod,Unf,1,350,TA,TA,Y,0,0,0,0,0,0,6,COD,60000,Sold,9571
412,Gilbert,5,5,1997,23,1,1,0,3,1,TA,5,Typ,Fin,2,572,TA,TA,Y,264,0,0,0,0,0,1,WD,145000,In portafolio,34650
413,Somerst,7,5,2006,14,2,2,1,2,1,Gd,7,Typ,Fin,2,484,TA,TA,Y,0,144,0,0,0,0,6,New,222000,In portafolio,4403
414,OldTown,5,6,1980,40,2,1,0,2,1,TA,5,Typ,Unf,2,360,TA,TA,Y,0,0,130,0,0,0,3,WD,115000,In portafolio,8960
415,SawyerW,7,5,1997,23,2,2,1,3,1,Gd,9,Typ,Unf,3,678,TA,TA,Y,196,187,0,0,0,0,12,WD,228000,Sold,11228
416,Gilbert,7,5,2012,8,4,2,0,3,1,Gd,6,Typ,Fin,2,396,TA,TA,Y,100,30,0,0,0,0,8,New,181134,In portafolio,8899
417,Sawyer,6,7,1981,39,1,1,1,3,1,TA,6,Typ,Fin,2,440,TA,TA,Y,0,0,0,0,0,0,3,WD,149500,Sold,7844
418,Crawfor,6,6,1996,24,2,2,1,4,1,TA,10,Typ,Unf,3,864,TA,TA,N,0,0,0,0,0,0,11,WD,239000,Sold,22420
419,Edwards,5,6,2015,5,4,1,1,3,1,TA,7,Typ,Unf,1,240,TA,TA,P,0,0,0,0,0,0,4,WD,126000,Sold,8160
420,NAmes,5,6,2015,5,5,1,0,3,1,TA,6,Typ,Unf,1,304,TA,TA,Y,0,85,184,0,0,0,7,WD,142000,Sold,8450
421,Mitchel,7,5,2006,14,1,2,0,2,2,TA,8,Typ,Fin,4,784,TA,TA,Y,0,0,0,0,0,0,11,WD,206300,In portafolio,7060
422,NWAmes,6,7,1996,24,2,2,0,3,1,Gd,8,Typ,Fin,2,529,TA,TA,Y,240,0,0,0,0,0,6,WD,215000,In portafolio,16635
423,Mitchel,5,5,2014,6,3,1,0,2,1,TA,4,Typ,RFn,2,520,TA,TA,N,0,0,0,0,0,0,2,WD,113000,Sold,21750
424,NoRidge,8,5,2009,11,5,2,1,4,1,Gd,8,Typ,Fin,3,696,TA,TA,Y,0,66,0,0,0,0,6,WD,315000,Sold,9200
425,NAmes,6,5,2003,17,3,1,0,2,1,TA,6,Typ,RFn,1,297,TA,TA,Y,0,44,0,0,0,0,5,WD,139000,Sold,9000
426,OldTown,7,8,2012,8,1,1,1,3,1,TA,6,Typ,Unf,1,240,TA,TA,P,0,0,126,0,0,0,9,WD,135000,Sold,3378
427,SawyerW,7,5,2008,12,4,2,0,2,1,Gd,5,Typ,Fin,2,569,TA,TA,Y,80,0,0,0,396,0,8,WD,275000,Sold,12800
428,NAmes,4,6,1998,22,3,1,0,3,1,TA,5,Typ,Unf,1,352,TA,TA,Y,0,0,0,0,0,0,7,WD,109008,Sold,8593
429,CollgCr,7,5,2002,18,2,2,0,2,1,Gd,6,Typ,RFn,2,628,TA,TA,Y,105,54,0,0,0,0,9,New,195400,In portafolio,6762
430,Timber,6,5,1984,36,3,2,0,3,1,Gd,6,Typ,Unf,2,576,TA,TA,Y,0,0,169,0,0,0,3,WD,175000,Sold,11457
431,BrDale,6,5,2010,10,1,1,1,2,1,TA,4,Typ,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,7,COD,85400,In portafolio,1680
432,OldTown,6,7,1987,33,4,1,0,4,1,TA,7,Typ,NA,0,0,NA,NA,N,0,98,0,0,0,0,9,ConLD,79900,In portafolio,5586
433,BrDale,5,5,2006,14,5,1,1,2,1,TA,6,Min1,Unf,2,440,TA,TA,Y,240,36,0,0,0,0,8,WD,122500,In portafolio,1920
434,Gilbert,6,5,2007,13,3,2,1,3,1,TA,7,Typ,Fin,2,470,TA,TA,Y,0,36,0,0,0,0,7,WD,181000,Sold,10839
435,MeadowV,4,7,2006,14,1,1,0,1,1,TA,3,Typ,NA,0,0,NA,NA,Y,88,0,0,0,0,0,6,WD,81000,In portafolio,1890
436,CollgCr,7,6,2009,11,4,2,1,3,1,Gd,6,Typ,RFn,2,550,TA,TA,Y,158,61,0,0,0,0,4,ConLw,212000,In portafolio,10667
437,OldTown,6,8,2020,0,5,1,0,2,1,TA,6,Typ,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,10,WD,116000,In portafolio,4400
438,BrkSide,6,7,2020,0,4,1,0,2,1,TA,4,Typ,Unf,1,180,TA,TA,Y,0,0,105,0,0,0,1,WD,119000,Sold,6000
439,Crawfor,5,6,2006,14,4,1,0,2,1,Gd,4,Typ,Unf,1,352,Gd,TA,P,0,0,34,0,0,0,3,WD,90350,Sold,4280
440,Edwards,6,8,2019,1,3,1,0,3,1,Gd,7,Typ,Unf,2,528,TA,TA,Y,0,46,0,0,0,800,8,ConLI,110000,Sold,12354
441,NridgHt,10,5,1983,37,5,2,0,2,1,Ex,10,Typ,Fin,3,672,TA,TA,Y,0,72,0,0,170,0,4,WD,555000,In portafolio,15431
442,Edwards,4,4,2003,17,4,2,0,4,2,Fa,8,Typ,NA,0,0,NA,NA,Y,0,0,0,0,0,0,9,WD,118000,Sold,12108
443,BrkSide,5,7,2003,17,4,2,0,3,1,TA,8,Typ,Unf,2,360,TA,TA,P,0,0,0,0,0,0,6,WD,162900,Sold,6240
444,Blmngtn,7,5,1989,31,4,2,0,2,1,Gd,6,Typ,Fin,3,648,TA,TA,Y,144,16,0,0,0,0,6,New,172500,Sold,3922
445,CollgCr,7,5,1993,27,3,2,1,4,1,Gd,8,Typ,Unf,2,493,TA,TA,Y,144,133,0,0,0,0,7,WD,210000,Sold,8750
446,Edwards,6,5,1980,40,5,1,0,3,1,TA,7,Typ,Unf,2,480,TA,TA,Y,0,0,0,0,0,0,11,COD,127500,Sold,9855
447,NAmes,6,6,1996,24,1,2,1,2,1,Gd,6,Mod,Fin,2,578,TA,TA,Y,0,0,0,0,0,0,6,WD,190000,In portafolio,16492
448,Gilbert,7,5,2012,8,5,2,1,4,1,Gd,10,Typ,Fin,2,431,TA,TA,Y,89,0,0,0,0,0,7,WD,199900,Sold,11214
449,IDOTRR,6,6,1992,28,3,2,0,3,1,TA,7,Typ,Unf,1,198,TA,TA,N,0,0,0,0,0,0,6,WD,119500,Sold,8600
450,OldTown,3,7,2003,17,2,1,1,2,1,TA,6,Typ,Unf,1,308,TA,TA,Y,0,176,0,0,0,0,6,WD,120000,In portafolio,6000
451,OldTown,6,8,2001,19,5,1,0,2,1,Gd,5,Typ,Unf,1,270,Fa,Fa,N,0,113,0,0,0,0,6,WD,110000,Sold,5684
452,ClearCr,7,5,1995,25,4,2,0,2,1,Gd,5,Typ,Unf,2,576,TA,TA,Y,200,54,0,0,0,0,12,WD,280000,Sold,70761
453,Timber,6,5,1989,31,4,2,1,3,1,TA,7,Typ,Fin,2,422,TA,TA,Y,144,122,0,0,0,0,7,WD,204000,In portafolio,9303
454,Somerst,8,5,2010,10,3,2,1,3,1,Gd,6,Typ,RFn,2,676,TA,TA,Y,0,30,0,0,0,0,6,WD,210000,Sold,9000
455,Mitchel,5,5,2018,2,1,2,0,4,2,TA,8,Typ,Unf,2,560,TA,TA,Y,0,0,0,0,0,0,7,WD,188000,Sold,9297
456,NWAmes,7,6,2020,0,3,1,1,3,1,TA,6,Typ,Unf,2,528,TA,TA,Y,0,0,0,0,0,0,9,WD,175500,Sold,9600
457,OldTown,5,5,2015,5,3,1,0,4,1,TA,7,Typ,Unf,3,513,Fa,Fa,Y,0,0,96,0,0,0,5,COD,98000,In portafolio,4571
458,ClearCr,4,6,1994,26,5,1,0,2,1,Gd,6,Min1,Fin,2,529,TA,TA,Y,224,137,0,0,0,0,3,WD,256000,Sold,53227
459,OldTown,8,7,2009,11,4,1,0,3,1,Gd,7,Typ,Unf,1,228,TA,TA,Y,192,63,0,0,0,0,6,WD,161000,Sold,5100
460,BrkSide,5,4,2020,0,5,1,0,3,1,Gd,5,Typ,Unf,1,352,TA,TA,Y,0,0,248,0,0,0,7,WD,110000,Sold,7015
461,Somerst,8,5,2009,11,1,2,1,3,1,TA,8,Typ,Fin,2,552,TA,TA,Y,0,150,0,0,0,0,12,New,263435,In portafolio,8004
462,SWISU,7,9,1999,21,3,1,0,3,1,Gd,6,Typ,RFn,2,576,TA,TA,Y,256,0,0,0,0,0,4,WD,155000,In portafolio,7200
463,Sawyer,5,5,1981,39,4,1,0,3,1,TA,5,Typ,Unf,1,360,TA,TA,Y,0,0,236,0,0,0,12,WD,62383,In portafolio,8281
464,Crawfor,6,7,1996,24,4,1,1,3,1,TA,6,Typ,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,8,WD,188700,Sold,11988
465,CollgCr,5,5,2010,10,2,2,0,3,1,TA,5,Typ,NA,0,0,NA,NA,Y,0,0,0,0,0,0,8,WD,124000,In portafolio,8430
466,Blmngtn,7,5,2008,12,4,2,0,2,1,Gd,6,Typ,Fin,2,398,TA,TA,Y,144,20,0,0,0,0,5,WD,178740,Sold,3072
467,NAmes,7,5,1986,34,1,1,0,2,1,TA,5,Typ,Unf,2,526,TA,TA,Y,0,0,0,0,176,0,4,WD,167000,Sold,10628
468,NAmes,5,7,2000,20,5,1,1,3,1,Gd,7,Typ,Unf,1,312,TA,TA,Y,168,0,0,0,0,0,6,WD,146500,In portafolio,9480
469,NridgHt,8,5,1988,32,3,2,0,3,1,Gd,7,Typ,RFn,3,866,TA,TA,Y,0,44,0,0,0,0,5,WD,250000,Sold,11428
470,SawyerW,6,5,1998,22,5,2,1,3,1,Gd,7,Typ,RFn,2,506,TA,TA,Y,144,70,0,0,0,0,6,WD,187000,In portafolio,9291
471,StoneBr,8,5,2019,1,5,1,1,1,1,Gd,4,Typ,RFn,2,528,TA,TA,Y,0,54,0,0,140,0,6,WD,212000,Sold,6820
472,NWAmes,7,6,2019,1,3,2,1,3,1,TA,8,Typ,RFn,2,534,TA,TA,Y,0,0,0,0,276,0,11,WD,190000,Sold,11952
473,Edwards,6,5,1989,31,5,1,0,2,1,TA,5,Typ,RFn,2,525,TA,TA,Y,0,28,0,0,0,0,6,WD,148000,Sold,3675
474,NridgHt,8,5,2015,5,4,2,0,2,1,Gd,7,Typ,RFn,3,908,TA,TA,Y,250,63,0,0,0,0,7,New,440000,Sold,14977
475,StoneBr,8,5,1986,34,3,2,0,2,1,Ex,6,Typ,RFn,2,499,TA,TA,Y,96,48,0,0,0,0,8,WD,251000,Sold,5330
476,Sawyer,5,6,1999,21,2,1,0,2,1,TA,5,Typ,Unf,2,624,TA,TA,Y,0,24,0,0,192,0,7,WD,132500,In portafolio,8480
477,CollgCr,6,5,1994,26,1,2,0,3,1,Gd,7,Typ,Fin,2,508,TA,TA,Y,140,39,0,0,0,0,4,WD,208900,In portafolio,13125
478,NridgHt,9,5,1983,37,4,2,1,3,1,Ex,9,Typ,Fin,3,694,TA,TA,Y,414,84,0,0,0,0,3,WD,380000,Sold,13693
479,CollgCr,8,5,1985,35,4,2,0,3,1,Gd,7,Typ,RFn,3,826,TA,TA,Y,208,44,0,0,0,0,9,WD,297000,Sold,10637
480,OldTown,4,7,2003,17,4,1,0,2,1,TA,7,Typ,Unf,2,672,TA,TA,Y,0,72,0,0,0,0,3,WD,89471,Sold,5925
481,NridgHt,9,5,2011,9,4,2,0,3,1,Gd,8,Typ,Fin,3,772,TA,TA,Y,519,112,0,0,0,0,3,WD,326000,In portafolio,16033
482,NridgHt,9,5,2008,12,3,2,0,2,1,Ex,6,Typ,Fin,3,874,TA,TA,Y,206,49,0,0,0,0,8,WD,374000,Sold,11846
483,OldTown,7,8,1991,29,5,1,1,4,1,Ex,7,Min2,Unf,1,164,Fa,Fa,Y,0,0,0,0,0,0,6,WD,155000,Sold,2500
484,Mitchel,6,5,1997,23,4,2,0,2,1,TA,5,Typ,Unf,2,402,TA,TA,Y,0,125,0,0,0,0,5,WD,164000,Sold,4500
485,Sawyer,5,7,2015,5,2,1,0,3,1,Gd,6,Typ,Unf,1,264,TA,TA,Y,0,132,0,0,0,0,3,WD,132500,In portafolio,7758
486,NAmes,5,7,1995,25,5,1,0,3,1,Gd,5,Typ,Unf,1,264,TA,TA,Y,0,80,120,0,0,0,7,WD,147000,In portafolio,9600
487,NAmes,5,7,2014,6,2,1,1,3,1,TA,6,Typ,RFn,2,515,TA,TA,Y,0,0,0,0,0,0,6,WD,156000,Sold,10289
488,NWAmes,5,6,2015,5,1,2,0,3,1,TA,7,Typ,Unf,2,487,TA,TA,Y,224,0,0,0,180,0,2,WD,175000,In portafolio,12243
489,OldTown,5,4,2003,17,5,2,0,3,2,TA,10,Mod,Unf,2,520,TA,Fa,N,142,0,0,0,0,0,5,ConLD,160000,Sold,10800
490,MeadowV,4,8,2008,12,3,1,0,1,1,Gd,3,Typ,Unf,1,286,TA,TA,Y,0,0,0,0,0,0,5,WD,86000,In portafolio,1526
491,MeadowV,5,6,1998,22,2,1,1,3,1,TA,4,Typ,Fin,1,336,TA,TA,Y,141,24,0,0,0,0,6,WD,115000,Sold,2665
492,NAmes,6,7,2009,11,5,1,0,3,1,Fa,5,Typ,Unf,1,240,TA,TA,Y,0,0,32,0,0,0,8,WD,133000,In portafolio,9490
493,Gilbert,6,5,1982,38,5,2,1,3,1,TA,8,Typ,RFn,2,429,TA,TA,Y,0,0,0,0,0,0,5,New,172785,Sold,15578
494,NAmes,5,6,2014,6,2,1,1,3,1,TA,6,Typ,Unf,1,308,TA,TA,Y,0,0,0,0,0,0,6,WD,155000,In portafolio,7931
495,OldTown,5,8,1984,36,1,1,0,2,1,TA,4,Typ,Unf,1,273,TA,TA,Y,144,20,80,0,0,0,12,WD,91300,In portafolio,5784
496,IDOTRR,4,5,1981,39,5,1,0,2,1,TA,4,Typ,NA,0,0,NA,NA,N,0,523,115,0,0,0,11,WD,34900,In portafolio,7879
497,NoRidge,8,5,2006,14,5,3,0,4,1,Gd,10,Typ,RFn,2,546,TA,TA,Y,264,75,291,0,0,0,5,WD,430000,Sold,12692
498,BrkSide,7,6,2007,13,3,2,0,4,1,TA,8,Typ,Unf,1,240,TA,TA,N,0,100,0,0,0,0,6,WD,184000,Sold,9120
499,Sawyer,5,7,2004,16,4,1,0,3,1,Gd,5,Typ,Fin,1,288,TA,TA,Y,64,0,0,0,0,0,6,WD,130000,In portafolio,7800
500,NAmes,5,7,1984,36,1,1,0,2,1,TA,5,Typ,Fin,1,297,TA,TA,Y,12,285,0,0,0,480,6,WD,120000,Sold,7535
501,BrDale,6,5,2010,10,5,1,1,3,1,TA,7,Typ,Unf,1,264,TA,TA,Y,144,28,0,0,0,0,5,WD,113000,In portafolio,1890
502,Somerst,7,5,2018,2,3,2,1,3,1,Gd,7,Typ,RFn,2,603,TA,TA,Y,0,108,0,0,0,0,2,WD,226700,Sold,9803
503,Edwards,5,7,2008,12,5,1,0,2,1,TA,6,Typ,Unf,2,461,Fa,Fa,Y,0,0,184,0,0,400,4,WD,140000,Sold,9170
504,Crawfor,7,8,1988,32,1,2,0,1,1,TA,6,Typ,Fin,2,484,TA,TA,Y,0,54,0,0,161,0,3,WD,289000,In portafolio,15602
505,NPkVill,6,5,2003,17,4,2,1,3,1,TA,6,Typ,Unf,2,440,TA,TA,Y,260,0,0,0,0,0,6,WD,147000,In portafolio,2308
506,OldTown,5,5,2013,7,4,2,0,4,2,TA,10,Typ,Unf,2,400,TA,TA,N,0,0,0,0,0,0,7,COD,124500,Sold,7596
507,SawyerW,8,5,2006,14,4,2,1,3,1,Gd,8,Typ,RFn,2,471,TA,TA,Y,182,81,0,0,0,0,9,WD,215000,Sold,9554
